run_id,cycle_id,RRN,Amount,Transaction_Date,Source,Exception_Type,Ageing_Days,Ageing_Bucket
RUN_20260108_023831,,223965095222471.0,5619.32,2026-01-07,CBS,NPCI_FAILED,1,0-1 days
RUN_20260108_023831,,119817737461359.0,37724.75,2026-01-07,CBS,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,282745500356704.0,23734.76,2026-01-07,CBS,TCC_102,1,0-1 days
RUN_20260108_023831,,677822434302673.0,4084.28,2026-01-07,CBS,NPCI_FAILED,1,0-1 days
RUN_20260108_023831,,963744231146471.0,18062.63,2026-01-07,CBS,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,160867085923497.0,8199.99,2026-01-07,CBS,NPCI_FAILED,1,0-1 days
RUN_20260108_023831,,939137394285359.0,23520.64,2026-01-07,CBS,TCC_102,1,0-1 days
RUN_20260108_023831,,784302909823978.0,30895.58,2026-01-07,CBS,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,402868908314816.0,3507.99,2026-01-07,CBS,SETTLEMENT_ENTRY,1,0-1 days
RUN_20260108_023831,,179770727206845.0,28028.77,2026-01-07,CBS,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,463561228146473.0,48619.26,2026-01-07,CBS,NPCI_FAILED,1,0-1 days
RUN_20260108_023831,,464213851005456.0,40101.73,2026-01-07,CBS,TCC_102,1,0-1 days
RUN_20260108_023831,,841073099205820.0,45939.25,2026-01-07,CBS,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,726781480912892.0,40550.23,2026-01-07,CBS,NPCI_FAILED,1,0-1 days
RUN_20260108_023831,,598006253993418.0,34784.36,2026-01-07,CBS,TCC_102,1,0-1 days
RUN_20260108_023831,,789578694607935.0,48479.73,2026-01-07,CBS,TCC_102,1,0-1 days
RUN_20260108_023831,,420999055826301.0,41567.57,2026-01-07,CBS,NPCI_FAILED,1,0-1 days
RUN_20260108_023831,,128986668408249.0,16139.81,2026-01-07,CBS,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,16626524212080.0,20227.1,2026-01-07,CBS,NPCI_FAILED,1,0-1 days
RUN_20260108_023831,,555660697416872.0,11153.95,2026-01-07,CBS,NPCI_FAILED,1,0-1 days
RUN_20260108_023831,,180135033319876.0,20834.21,2026-01-07,CBS,TCC_102,1,0-1 days
RUN_20260108_023831,,901396243705095.0,16628.67,2026-01-07,CBS,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,80401686170027.0,15716.02,2026-01-07,CBS,TCC_102,1,0-1 days
RUN_20260108_023831,,754052515641528.0,28123.67,2026-01-07,CBS,TCC_102,1,0-1 days
RUN_20260108_023831,,741957426764075.0,18171.92,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,857901802605919.0,22687.65,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,77464928531585.0,3371.0,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,282745500356704.0,23734.76,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,547952128261834.0,1847.89,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,64048638551781.0,40824.5,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,483907421429111.0,23805.49,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,630385700607676.0,31048.35,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,838792402362104.0,36034.43,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,273601446861817.0,16315.88,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,392960566229566.0,31709.81,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,125968547420838.0,45261.33,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,375557660623566.0,43681.63,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,784302909823978.0,30895.58,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,275642657796564.0,26992.59,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,802718776723167.0,43246.88,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,714147493626697.0,26641.93,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,599783974811333.0,8956.26,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,216508896198079.0,10613.87,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,237159216972971.0,31454.97,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,843849185333290.0,46156.07,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,88683666942838.0,5413.7,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,178081211394714.0,26208.19,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,595544384135654.0,28756.62,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,541972534058519.0,44123.96,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,275730901775959.0,33686.86,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,810297996855789.0,6226.44,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,603814499281903.0,32687.63,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,427767666185489.0,2191.93,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,996074744710608.0,27950.51,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,975582756344568.0,12251.45,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,682973676677530.0,7218.14,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,247273659311673.0,6997.45,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,35793184683417.0,21636.59,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,206599738905441.0,10267.67,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,269606417933055.0,34976.25,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,562095185115157.0,38720.69,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,372039464318145.0,40675.76,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,201950878779962.0,22189.49,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,40574014435899.0,12061.68,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,116638391188423.0,19057.46,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,8106959179446.0,33987.95,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,876569062357661.0,18618.26,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,115410344428713.0,12063.88,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,68253158067694.0,21999.23,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,624437329764506.0,47730.9,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,119817737461359.0,37724.75,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,457592235049314.0,13646.84,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,320875708889042.0,21599.51,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,261960994425995.0,29905.85,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,359030723179536.0,42547.18,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,44757522730070.0,15088.5,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,520883355164697.0,29899.9,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,833928051560813.0,26710.84,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,845425078880052.0,18809.0,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,939137394285359.0,23520.64,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,881998694443389.0,14613.91,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,179248721118475.0,34205.24,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,402868908314816.0,3507.99,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,631915767329715.0,2021.18,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,505773410660320.0,40068.09,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,179770727206845.0,28028.77,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,963744231146471.0,18062.63,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,497473475654431.0,11570.76,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,569047055881958.0,13789.73,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,182970730328212.0,37492.62,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,789633938667401.0,37167.95,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,147300625413581.0,12803.64,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,353750877486221.0,36500.62,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,611621218825010.0,3867.48,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,633887036709314.0,28871.62,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,437286296653523.0,5104.35,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,464213851005456.0,40101.73,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,608658402368981.0,49070.88,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,756263525679038.0,23317.86,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,960302986907433.0,5896.87,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,598006253993418.0,34784.36,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,789578694607935.0,48479.73,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,514797478641602.0,32338.83,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,841073099205820.0,45939.25,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,386061922554535.0,33956.31,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,766166848084620.0,5036.24,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,808309429208302.0,41686.32,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,410571542751463.0,48593.17,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,745210687699252.0,6140.64,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,128986668408249.0,16139.81,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,900604410234729.0,13125.05,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,92315802381669.0,16407.03,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,449234853201818.0,45995.51,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,180135033319876.0,20834.21,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,901396243705095.0,16628.67,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,123038744082014.0,19989.92,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,571777352826658.0,34638.3,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,80401686170027.0,15716.02,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,769616327769161.0,19006.2,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,870407576186510.0,31283.96,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,754052515641528.0,28123.67,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,520466248803055.0,46047.03,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,88683666942838.0,5413.7,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,555660697416872.0,11153.95,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,123038744082014.0,19989.92,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,273601446861817.0,16315.88,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,68253158067694.0,21999.23,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,497473475654431.0,11570.76,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,833928051560813.0,26710.84,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,939137394285359.0,23520.64,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,269606417933055.0,34976.25,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,714147493626697.0,26641.93,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,216508896198079.0,10613.87,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,407176600663745.0,11534.6,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,881998694443389.0,14613.91,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,147363437878438.0,33062.54,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,261960994425995.0,29905.85,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,631915767329715.0,2021.18,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,802718776723167.0,43246.88,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,670919890415906.0,48657.61,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,996191937525271.0,4669.53,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,427767666185489.0,2191.93,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,571777352826658.0,34638.3,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,321172428771770.0,11746.16,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,201950878779962.0,22189.49,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,571606489892148.0,43254.72,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,630385700607676.0,31048.35,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,116638391188423.0,19057.46,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,92315802381669.0,16407.03,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,247273659311673.0,6997.45,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,857901802605919.0,22687.65,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,808309429208302.0,41686.32,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,562095185115157.0,38720.69,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,44757522730070.0,15088.5,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,320875708889042.0,21599.51,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,375557660623566.0,43681.63,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,16626524212080.0,20227.1,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,505773410660320.0,40068.09,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,707798402842930.0,27720.28,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,726781480912892.0,40550.23,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,178081211394714.0,26208.19,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,677822434302673.0,4084.28,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,996074744710608.0,27950.51,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,44930464671025.0,15450.21,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,611621218825010.0,3867.48,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,517277520467920.0,9050.49,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,789578694607935.0,48479.73,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,457592235049314.0,13646.84,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,147300625413581.0,12803.64,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,595544384135654.0,28756.62,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,180135033319876.0,20834.21,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,115410344428713.0,12063.88,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,789633938667401.0,37167.95,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,741957426764075.0,18171.92,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,77464928531585.0,3371.0,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,386061922554535.0,33956.31,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,960302986907433.0,5896.87,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,745210687699252.0,6140.64,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,167831139500266.0,11219.84,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,463561228146473.0,48619.26,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,35793184683417.0,21636.59,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,838792402362104.0,36034.43,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,975582756344568.0,12251.45,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,372039464318145.0,40675.76,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,541972534058519.0,44123.96,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,614039536387408.0,19701.25,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,282745500356704.0,23734.76,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,237159216972971.0,31454.97,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,482384582758777.0,14931.97,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,624437329764506.0,47730.9,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,651815294327828.0,2547.76,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,766166848084620.0,5036.24,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,603814499281903.0,32687.63,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,843849185333290.0,46156.07,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,464213851005456.0,40101.73,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,223965095222471.0,5619.32,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,64048638551781.0,40824.5,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,472347073916150.0,23155.57,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,569047055881958.0,13789.73,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,275642657796564.0,26992.59,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,520883355164697.0,29899.9,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,794521189667225.0,47079.9,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,754052515641528.0,28123.67,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,514797478641602.0,32338.83,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,275730901775959.0,33686.86,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,598006253993418.0,34784.36,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,756263525679038.0,23317.86,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,106208179165279.0,4939.43,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,179248721118475.0,34205.24,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,483907421429111.0,23805.49,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,392960566229566.0,31709.81,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,8106959179446.0,33987.95,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,769616327769161.0,19006.2,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,125968547420838.0,45261.33,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,398911233934035.0,21536.5,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,80401686170027.0,15716.02,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,845425078880052.0,18809.0,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,547952128261834.0,1847.89,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,62990438355513.0,2224.39,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,420999055826301.0,41567.57,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,633887036709314.0,28871.62,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,900604410234729.0,13125.05,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,74528832523934.0,28286.87,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,182970730328212.0,37492.62,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,601396350788097.0,42622.6,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,213814136842199.0,6220.62,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,526989585658777.0,43722.42,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
